Date,Close,High,Low,Open,Volume
2025-08-22,140.7497100830078,143.96638266830053,136.71893162431806,137.55288265391437,4084700
2025-08-25,137.71173095703125,141.107115896251,137.61244458290676,140.2632271631141,2376800
2025-08-26,139.07183837890625,139.15126443239726,136.52032753828377,137.21530171908742,3315400
2025-08-27,139.4590606689453,140.44194124795828,137.99963881630816,138.46625751199346,2304300
2025-08-28,139.08177185058594,140.11429547788765,138.446378521851,139.55832820886607,3663100
2025-08-29,138.4861297607422,139.87604824076033,138.21806864353323,139.25057735026454,2421700
2025-09-02,137.74151611328125,137.87057022300496,134.0879926006157,135.8353358606195,2418600
2025-09-03,133.85964965820312,138.21805485228148,132.38036752073302,137.08625987463165,3821600
2025-09-04,136.3615264892578,137.02670281981824,134.0284328941039,134.59433799338686,2167700
2025-09-05,134.5546112060547,137.97977908190444,132.0229601155661,137.6323070649191,3413000
2025-09-08,137.69187927246094,137.82094853710825,134.75317511270245,135.2297315595658,3458900
2025-09-09,136.40122985839844,137.9599381403803,135.8849679571655,137.61245096380586,2625200
2025-09-10,138.2875213623047,140.17385612655949,135.92466055508137,136.2324270571461,2499800
2025-09-11,143.9663848876953,145.08825733819245,138.16841790353783,138.28754943846693,4048100
2025-09-12,142.3083953857422,143.9862350800281,141.44466152022335,143.61890277381406,3554800
2025-09-15,143.6089630126953,144.9393306860038,142.467245502059,142.76508946321684,2326800
2025-09-16,143.34092712402344,144.75070581336652,142.01055935751097,143.75790263926794,1828000
2025-09-17,143.36074829101562,146.16046004499228,142.09989937815564,143.39053116933692,2932200
2025-09-18,148.2652130126953,150.02247876149067,144.69113090123275,145.1180289676045,3129300
2025-09-19,147.84823608398438,149.7345710665561,145.95197852402617,149.7345710665561,8793900
2025-09-22,145.8924102783203,146.43845500474274,144.55213520325384,145.67399238775135,3652000
2025-09-23,146.1902618408203,151.00536311214478,145.60451162607427,146.01156454776842,3599600
2025-09-24,136.947265625,147.65960468904834,136.89762243890505,145.24710036436284,6485000
2025-09-25,134.68368530273438,137.51316532400048,133.71072726268747,134.42554677624355,5106900
2025-09-26,133.0455322265625,136.23243670535877,132.85691237085285,135.58712077784136,4592700
2025-09-29,133.5121612548828,135.09072975159165,132.7973417862907,135.09072975159165,4255700
2025-09-30,129.0147705078125,134.55461408282562,125.65909847851312,133.7008027401037,7784600
2025-10-01,126.5526123046875,129.38210719784064,126.32426425902932,127.33692008774128,5778800
2025-10-02,123.73304748535156,127.11850211376522,123.11751441172356,126.4434032780407,6360300
2025-10-03,126.7313232421875,127.86311064943544,125.5399549209756,126.0065736120304,4099400
2025-10-06,125.9569320678711,127.7737559848968,124.56700621248764,127.07879684444832,3521900
2025-10-07,123.8224105834961,127.52556210634393,122.86932046455836,126.06614783247755,3513800
2025-10-08,123.83232879638672,124.58685366707594,122.63103043027786,123.85218152477908,4544300
2025-10-09,123.16715240478516,124.75564345329757,121.91622592963866,123.70326699748507,3657100
2025-10-10,116.97206115722656,123.75290816075268,116.80328644778848,123.49477723341492,6810600
