,Close,High,Low,Open,Volume
2025-01-10,50.194602966308594,51.40788547807971,50.09675922789936,51.07521154198919,10917200
2025-01-13,51.54487228393555,52.05366797542652,50.34137629026446,50.42943715480136,13921600
2025-01-14,50.95779800415039,51.701420116104494,50.74253730194029,51.31003769981328,8000300
2025-01-15,51.56443786621094,51.64271211069223,50.60555504319404,51.09478120182507,11068300
2025-01-16,51.17305374145508,51.64271039019414,50.820810321775966,51.17305374145508,6188100
2025-01-17,50.85017013549805,51.221979343376766,50.654478917799,51.02629185817724,7852700
2025-01-21,49.46076583862305,50.47835718444327,49.15744799712822,50.34137445183276,13416700
2025-01-22,49.118309020996094,49.77387030796032,48.87369593197968,49.314000238709134,9095200
2025-01-23,49.25529098510742,50.135899584826056,49.04981688933956,49.31399946925515,8269200
2025-01-24,48.2279167175293,49.69559522701589,48.13985585766012,49.362921282232286,12603800
2025-01-27,48.49209976196289,48.93240033302985,47.97351747887374,48.14963920030032,9337400
2025-01-28,47.94416427612305,48.81498625455068,47.6506293229732,48.71714251433387,7280600
2025-01-29,47.777828216552734,48.13985452712018,47.53321513839918,47.68976735911748,5732800
2025-01-30,47.86588668823242,48.10071689216669,47.51364698108022,47.92459517234085,6061100
2025-01-31,45.64480209350586,47.1711853196428,45.59587649164301,47.15161582539753,18088800
2025-02-03,45.37083435058594,45.762216782949,44.95009954217048,45.7524301692652,13459500
2025-02-04,46.56454849243164,46.721100722516006,45.0479480636457,45.136008926349376,10976900
2025-02-05,46.339500427246094,46.49605264223682,45.95790463648739,46.49605264223682,8233200
2025-02-06,45.96768569946289,46.87764657952402,45.70350314726781,46.81893810153653,9155700
2025-02-07,45.77199935913086,46.0655380476969,45.63501662846642,45.987260068746096,6735500
2025-02-10,47.3375244140625,47.49407663638373,46.08510290299325,46.08510290299325,11064900
2025-02-11,47.56256484985352,48.25726505710626,47.48428687762828,47.67019519541363,8143100
2025-02-12,46.79937744140625,47.983303882764346,46.5645472363644,47.97351726911705,10600400
2025-02-13,46.84829711914063,47.12226256844869,46.6330364189704,46.955927469225735,8550100
2025-02-14,47.02441787719727,48.03222253026947,46.97549227724293,47.19075297304446,10436100
2025-02-18,47.78761291503906,48.08114787348842,46.8776519310964,47.80718240993562,15377500
2025-02-19,49.89128875732422,51.04585913781421,48.23770183774604,48.43339306126117,27240600
2025-02-20,50.96758270263672,51.44702599306732,49.40206044663788,50.06740460606278,14179400
2025-02-21,49.33356475830078,50.86973835252044,49.30421238275817,50.683830020752126,13892900
2025-02-24,48.78563690185547,49.31400208976357,48.43339344325007,48.99111100854206,11141700
