,Close,High,Low,Open,Volume
2025-01-10,65.9810562133789,66.5363539410582,65.74436726785362,66.27236301352464,3955800
2025-01-13,68.41165161132812,68.44806583144292,66.08119014109732,66.18132751008743,3653200
2025-01-14,68.55729675292969,68.97604983701699,68.01109738000287,68.63923047878473,2353400
2025-01-15,69.25825500488281,69.59507434715408,68.92142871731002,69.24004442431048,1973200
2025-01-16,69.7589340209961,70.01383352888416,68.63012112441183,68.93963848276805,2775300
2025-01-17,70.36886596679688,70.73299424335593,70.00473074493614,70.2232090999319,1866500
2025-01-21,70.76030731201172,71.46126185645451,70.45078995483468,70.84223408740183,2361400
2025-01-22,70.16859436035156,71.03340947349704,70.15038377853473,70.52362430745777,1911900
2025-01-23,70.4234848022461,70.65106845092313,69.91369965170611,70.39617587565314,3684500
2025-01-24,70.4234848022461,70.98789475127379,69.98652114085341,70.58734530710564,1644500
2025-01-27,71.61602020263672,71.67064500059341,70.50541089664075,70.90596033691516,2372400
2025-01-28,71.28829193115234,72.27145485055863,71.04250467395127,71.77987339085549,1878100
2025-01-29,70.87864685058594,71.66153509968123,70.66016850872019,70.81492371148755,1726300
2025-01-30,69.29467010498047,70.76030932118685,67.68337402354287,70.44168666481899,3623700
2025-01-31,68.9123306274414,72.00746984449276,68.42075602544999,70.86044623414091,6488700
2025-02-03,69.45853424072266,69.62239475003236,66.70021450979242,68.07482172981811,3461600
2025-02-04,71.22457885742188,71.88912618719853,69.90459643407213,70.03204272548652,3934500
2025-02-05,70.08666229248047,70.87865593301959,69.91370343293679,70.70569012817374,3073000
2025-02-06,70.77851867675781,70.95148448187295,70.22321398746391,70.41438342955328,2050700
2025-02-07,69.74073028564453,71.20636946371131,69.58597507933969,71.03340367707567,2164900
2025-02-10,69.03976440429688,70.47809456571164,68.73025401136763,70.38706250575015,2263100
2025-02-11,69.5677719116211,69.68611986047739,68.57551048220782,69.13991351717604,3302100
2025-02-12,69.08529663085938,69.32198558659272,68.73937196117394,69.0033698453953,2009100
2025-02-13,69.4039077758789,69.8408714386568,68.95784576774237,69.24915256116037,1891700
2025-02-14,69.82266235351562,71.21548015173359,69.79535342625091,70.14128502574248,1481300
2025-02-18,71.20636749267578,71.47946368236578,70.04114041460888,70.32334189421223,2343900
2025-02-19,70.55093383789062,71.06071900828711,69.69521706303762,69.90459708390878,1856700
2025-02-20,70.65106964111328,71.14265116397308,70.35976284371138,70.52362335133131,1725400
2025-02-21,70.0593490600586,71.06982100837737,69.74983863387894,70.71479107467637,2443700
2025-02-24,70.37796783447266,70.62376207328407,69.18543169486053,69.9137021750325,1897800
2025-02-25,70.66927337646484,71.30651177157002,70.2869345065829,70.71479288515161,2241000
2025-02-26,69.36749267578125,71.00609770871851,68.87591811120178,70.90596034863336,1581400
2025-02-27,69.17632293701172,69.85907387346747,67.96558322145947,68.93053565582039,1491600
2025-02-28,69.94100952148438,70.16859317323048,69.1763248400605,69.29467278396167,3770600
2025-03-03,66.82766723632812,70.8877587745786,66.78214772758307,70.8877587745786,3387300
2025-03-04,66.88227844238281,68.17495179674656,66.32697382834043,67.01883000974264,4321000
2025-03-05,69.37659454345703,69.75893338384483,67.71068066637982,67.7470948814598,3081300
2025-03-06,69.10350036621094,69.46762863704103,68.22047472431466,68.63922779201052,2104700
2025-03-07,70.55093383789062,70.75120856777555,68.43895777371682,68.68474506792883,3224000
2025-03-10,70.90294647216797,72.63522636578912,70.72693742106439,71.15305827386666,3319400
2025-03-11,68.51295471191406,71.32906406329221,67.7533467799141,71.29200915593843,3878000
2025-03-12,66.8733139038086,68.49442895262234,66.67878094605103,68.40178815297526,2844600
2025-03-13,67.26238250732422,68.45737678201961,66.52129848553605,66.69730753089847,2513200
2025-03-14,68.68896484375,69.04097586793911,68.06831103761353,68.4110565679421,1941900
2025-03-17,69.61531066894531,69.99511107627664,68.55927061490148,68.55927061490148,2365200
2025-03-18,69.55973815917969,70.05071044322891,69.17993767878527,69.88396687275038,1929800
2025-03-19,68.23505401611328,69.80058322533716,67.94788024885841,69.49488553801794,2543100
2025-03-20,67.33649444580078,67.79040471301762,66.95668692909805,67.79040471301762,2642600
2025-03-21,66.28044891357422,66.87331327473471,65.53936492837326,66.76214855670437,12985500
2025-03-24,66.66024780273438,67.16047842114364,66.1229622791651,66.69730270789438,3432100
2025-03-25,64.70565032958984,66.80847217510428,64.65007150164706,66.67878353157047,3030700
2025-03-26,65.8265380859375,65.88212398416678,64.6685986624303,64.71491906637112,3025800
2025-03-27,65.7246322631836,66.12296366764231,64.93723494762585,65.16882280911346,3278000
2025-03-28,64.6778564453125,66.07664908103446,64.60374663484367,65.67831768414014,2586500
2025-03-31,65.21514892578125,65.77095842857885,64.0572095168274,64.26100798360348,3708300
2025-04-01,64.88166046142578,64.91871536984192,64.02941877035792,64.69638591934508,3634300
2025-04-02,65.44673156738281,65.6134751116214,64.2054169452732,64.21468243870332,2495900
2025-04-03,58.46204376220703,63.61255584340888,58.28603471551093,63.00116752817681,6910000
2025-04-04,53.70986175537109,56.229539069821286,53.33005776609741,56.15542925057243,7972500
2025-04-07,52.43149566650391,55.29392206186829,50.12488231449951,51.46809275209781,7519900
2025-04-08,49.309688568115234,55.19202255198093,48.63345241571816,54.75663622812579,7185400
2025-04-09,55.42361068725586,57.06324969545899,47.34582465921344,48.63345264968111,11315900
2025-04-10,50.33794021606445,53.75617594935587,49.37453381629516,53.69133162761664,7793200
2025-04-11,52.70013427734375,52.783506050542016,48.91135664422326,50.06003401564932,5784300
2025-04-14,53.21889114379883,54.27493122414701,51.82936397834064,54.00628845739168,4338600
2025-04-15,52.52412796020508,53.441213917476325,52.30180205719216,52.88540446056953,4167200
2025-04-16,51.82010269165039,53.33005665680658,51.39398184108504,52.53339378520577,4007700
2025-04-17,52.58897399902344,53.24668270241586,52.01463707026882,52.18138061954443,4040300
2025-04-21,52.15359115600586,52.755721072362114,51.49588240867873,52.66308379782616,3981600
2025-04-22,53.85807800292969,54.03408705723709,52.866882137227385,52.987308826950766,3194400
2025-04-23,53.52458953857422,56.56302491825616,53.32079460771946,55.58109103777198,3628200
2025-04-24,54.88632583618164,55.26612980610309,53.33005504875948,53.73764843260796,3932200
2025-04-25,55.06233215332031,55.46992907688579,52.950251853937566,53.311528375279295,4638600
2025-04-28,54.39535903930664,56.368485111237945,53.78396721506377,55.39581678181752,4556600
2025-04-29,54.497257232666016,54.6176803762757,53.524585387931786,53.913654832575546,4035100
2025-04-30,53.92292022705078,54.03408495188748,52.97804126844215,53.45048251462174,3434400
2025-05-01,54.01555633544922,54.691792495110505,53.58017000691711,53.79323042431035,3638900
2025-05-02,54.08039855957031,55.0808562865239,53.81175579137199,54.58989114955827,3085200
2025-05-05,52.07021713256836,53.8673413098865,51.96831790184407,53.172577682676014,3800900
2025-05-06,51.77378463745117,52.653819266955054,51.69041286131395,51.96831760385452,3071500
2025-05-07,51.514404296875,52.199902385611786,51.09754544088624,52.199902385611786,3232400
2025-05-08,53.00583267211914,53.96923552304642,51.931265099594114,52.08874315456524,2816300
2025-05-09,52.73719024658203,54.16377237949469,52.53339178938009,53.39489895186952,3749600
2025-05-12,56.21100997924805,57.943286315647335,56.0442664245411,56.16469311044069,4294200
2025-05-13,55.89604949951172,56.69271235274772,55.53477298089319,56.13689933400723,3190700
2025-05-14,54.81221771240234,55.729307271554056,54.45094118519884,55.61814607866466,3996500
2025-05-15,54.117454528808594,54.36756986523033,53.39490146831289,54.03408628375199,3317500
2025-05-16,55.36802673339844,55.479187918235134,53.63575050687929,54.12671564584586,6188300
2025-05-19,54.82147979736328,54.978957849684434,53.92291774852964,54.45093779910704,2767000
2025-05-20,54.21009063720703,54.98822604477462,53.95997530615846,54.78442758234603,2632700
2025-05-21,52.38517379760742,53.9692339292147,52.357384384903895,53.89512765075518,3405000
2025-05-22,52.18138122558594,52.48707538030795,51.4402972051982,52.08874395616222,2617400
2025-05-23,51.99610900878906,52.08874274230357,51.22723559236703,51.68114936758914,3017100
2025-05-27,53.70059585571289,53.8210190025328,52.94098793288544,53.18183776027568,4326800
