Date,Close,High,Low,Open,Volume
2025-01-10,113.49364471435548,117.35259809172864,113.48404326917662,117.35259809172864,1305700
2025-01-13,111.99613189697266,112.3609135687383,110.54662862616247,111.19938040983436,2269300
2025-01-14,109.91307067871094,110.4218374323222,109.4234994922848,109.81707819527134,1197400
2025-01-15,111.29537963867188,112.01533420975436,110.70021455669132,111.3049737598482,811500
2025-01-16,112.66809844970705,112.67769257132068,110.50823463800388,111.04579839864778,907200
2025-01-17,114.03121185302734,114.31918930313924,113.311257242112,113.6856330538874,895600
2025-01-21,114.93355560302734,115.62470586729148,114.27119502721436,114.4247815335763,1075400
2025-01-22,112.93688201904295,114.12720493130917,112.77369406408653,114.0504080147095,835400
2025-01-23,114.21360778808594,114.65517909027548,112.60090909481404,113.28246527800384,765300
2025-01-24,119.46446228027344,120.08842439095774,118.12055290188488,119.2340788616578,1855300
2025-01-27,120.63558959960938,120.89477735386517,118.65811666513356,119.31087578774066,1265700
2025-01-28,118.5909194946289,120.52999394421636,118.34133318915995,120.3764074419132,742100
2025-01-29,115.86469268798828,117.2086094291646,115.59591080450444,116.8918276420199,770800
2025-01-30,116.69983673095705,117.52538523032769,116.0278820564724,116.805430654627,955000
2025-01-31,115.1639404296875,116.6230452148362,114.34799333755632,114.73196327002488,990400
2025-02-03,112.24571990966795,113.75282454956852,110.6234198994939,111.0649911665739,1639100
2025-02-04,111.3049774169922,112.82168352094187,111.18978936903852,112.1977214074176,1136000
2025-02-05,107.00445556640624,108.71314667793156,106.89886163715406,108.6267556396836,1413000
2025-02-06,107.35962677001952,108.39636315494094,106.7932659983306,108.07958137225546,1098700
2025-02-07,106.06370544433594,106.89885538399848,105.76612656499076,106.63007351571812,976700
2025-02-10,104.1150360107422,105.11337395731547,103.85585557138276,105.02698291878136,1166200
2025-02-11,103.79825592041016,104.05744368776784,102.94391034783764,102.94391034783764,866600
2025-02-12,102.15675354003906,102.9151065771798,101.4847988609304,102.7135201734472,1026200
2025-02-13,104.99817657470705,105.37255238204465,104.32622187532078,105.06537204464566,1439500
2025-02-14,103.2222900390625,104.9501840145948,103.11669611146014,104.422214376583,864200
2025-02-18,103.40467834472656,104.1438284960496,103.13589647151818,103.77905414294634,1377400
2025-02-19,102.23355865478516,103.03031021233171,102.0991677081818,102.4447465205211,1084500
2025-02-20,103.65426635742188,103.65426635742188,101.87837249323309,102.11835735879838,1129800
2025-02-21,106.0925064086914,106.63967161058144,104.87338651106164,105.30535634064331,868100
2025-02-24,105.85252380371094,106.94686155462472,105.0173811388454,105.55494490692044,912100
2025-02-25,105.49734497070312,106.8796527717003,105.31495413514348,106.2652921215334,642300
2025-02-26,106.06370544433594,106.97565229600905,105.6317356308506,105.986915856082,1217500
2025-02-27,104.28782653808594,105.25736748228752,103.9902476371334,104.6622023566253,973200
2025-02-28,106.0418701171875,106.80195585030388,105.19407818083964,106.5973179555894,718600
2025-03-03,106.36344909667967,107.7861750346696,105.62284948696598,106.91889694531012,1017500
2025-03-04,105.54489135742188,107.10405001473244,105.3694863802054,106.3147238999486,957200
2025-03-05,111.06039428710938,111.33324481352466,110.0274580272174,110.90447545223248,1235900
2025-03-06,111.2747802734375,111.54763080305436,108.16621723683232,108.24417665518553,1126400
2025-03-07,109.95924377441406,110.66086369921535,108.52677843500098,108.52677843500098,1381800
2025-03-10,109.32584381103516,111.24555181598524,108.50728475470544,108.78988208161572,1773600
2025-03-11,107.58153533935548,108.84834241851291,106.74349018740212,108.80937014436466,989200
2025-03-12,105.65208435058594,107.58153911183044,105.35974767650735,107.50357969156168,699300
2025-03-13,105.19408416748048,105.99314965477276,104.82378806567856,104.99919304750466,1363900
2025-03-14,104.90174102783205,105.12586505854104,104.32679962045395,104.57041722273196,1047800
2025-03-17,106.4998779296875,106.65578933796478,104.86276725236807,104.86276725236807,1307000
2025-03-18,105.3694839477539,106.68502496381792,105.31101810157124,106.09059741222995,818400
2025-03-19,103.7226333618164,105.29153132488928,102.54352505170549,104.55093172772352,1990400
2025-03-20,105.24280548095705,105.35974460795438,103.74212014027796,103.77135306337247,845000
2025-03-21,104.30731964111328,104.69710931469253,103.70314527533448,104.1708943705535,781500
2025-03-24,103.47901916503906,104.65812751397158,103.147695346996,103.80058876229738,948700
2025-03-25,102.51428985595705,103.9857423385346,102.29991259892196,103.88829677904238,847500
2025-03-26,103.2548828125,103.43028778208972,102.12450101318107,102.12450101318107,926800
2025-03-27,102.82611846923828,103.37182697601784,102.14399212903824,102.14399212903824,955100
2025-03-28,102.68968963623048,103.82982567186896,102.4070923237812,102.9430540257745,1414600
2025-03-31,102.11476135253906,102.6117433734901,101.05258467518252,101.57879962066838,1317700
2025-04-01,101.84190368652344,102.66045525471668,101.54955959238634,102.27066560740693,920200
2025-04-02,103.76161193847656,104.0149688907112,103.05024527198596,103.84931070626104,1193000
2025-04-03,105.25255584716795,106.37319835649994,103.712890745116,106.25625922552476,2560700
2025-04-04,101.31568908691406,103.10871106154174,101.31568908691406,102.24143299680696,3580300
2025-04-07,99.18160247802734,102.86509963652712,98.1486661669148,98.7041140331232,2124800
2025-04-08,99.1036376953125,102.55326383789776,98.1876405657109,102.105008341578,1347100
2025-04-09,104.82378387451172,104.88224972124289,99.941684937736,101.09156034270504,2024000
2025-04-10,104.30731964111328,105.10638512637186,102.18297372645708,104.7360890255124,1865200
2025-04-11,106.73374938964844,106.91890115802688,104.03446945897888,104.53144404575312,998200
2025-04-14,107.77642822265624,108.79962514944306,107.01634247572636,108.09800524931718,1129100
2025-04-15,104.82378387451172,106.06135804957748,104.72633831841998,105.40846464568152,774600
2025-04-16,105.4376983642578,107.3184266060284,105.09663519805474,106.22702447417856,974600
2025-04-17,106.782470703125,107.26970591447204,105.89569904985612,106.1100837323879,1291700
2025-04-21,106.89940643310548,107.10405177206532,105.70081193130964,106.70451531505368,643100
2025-04-22,109.5012435913086,110.19311669621344,108.98476802448,109.4525170965412,1621300
2025-04-23,108.11749267578124,109.9007753707598,107.43536633953674,108.72166702689744,1030800
2025-04-24,108.7801284790039,109.46226222230544,108.380599479524,109.21864462140184,676600
2025-04-25,107.7471923828125,108.36110606149587,106.91889402549135,108.04927582928254,880100
2025-04-28,108.3611068725586,108.7898762330434,107.84463874358514,108.67293710710594,684300
2025-04-29,108.06877136230467,108.15647013172875,107.35740468251468,107.65949556908708,432000
2025-04-30,109.16017150878906,109.32583712796772,107.09429900811972,108.78987543131151,528500
2025-05-01,108.46829986572266,109.09196033857212,108.06877086028123,108.92630215179445,532900
2025-05-02,110.38800811767578,110.50494724467605,109.53047682353184,110.21260314448504,490900
2025-05-05,110.23210144042967,111.2552909657096,110.0859293840698,111.08963277132422,473200
2025-05-06,111.74252319335938,113.35040090085668,111.23580183750212,113.32116797729444,1090700
2025-05-07,112.79495239257812,113.42835965967632,112.13231220208792,113.42835965967632,1024300
2025-05-08,112.45388793945312,113.7109556732345,112.33694881260628,113.69146210145038,889000
2025-05-09,112.44414520263672,113.38938273348344,112.31746671995543,112.83393487154316,621300
2025-05-12,111.93742370605467,112.52210449141906,111.15784436915582,112.52210449141906,1037400
2025-05-13,109.40379333496094,110.50494969341132,109.05299081542518,110.39775734994058,806200
2025-05-14,109.8617935180664,110.28081609776356,109.20890011830691,109.63766948393732,803900
2025-05-15,111.85945892333984,111.89843863177822,110.14438892514777,110.30030775890124,676300
2025-05-16,112.11282348632812,112.17128933176755,110.65111787338834,111.20656570892068,655900
2025-05-19,111.32350158691406,111.420947144518,110.52443611917052,110.5829094014285,750900
2025-05-20,111.37223052978516,111.8204860523067,111.08963320229164,111.4696760895299,630500
2025-05-21,111.03116607666016,112.06410238039248,110.884994021414,111.7035456354012,567700
2025-05-22,108.02979278564452,108.78013174774208,107.7569422539727,108.29289653129398,651700
2025-05-23,106.41217041015624,106.78247394016184,105.28178855156642,105.42796060632551,885600
2025-05-27,107.1430206298828,107.66923555337878,106.7434916202366,107.4548508695894,670700
2025-05-28,105.32077026367188,106.45115214374718,105.14536528155092,106.1393218904899,569000
2025-05-29,106.8506851196289,107.04557623357448,105.74952876544002,106.53885487654432,708800
2025-05-30,106.23676300048828,107.11378787435537,105.96391246964504,106.81170442015312,635400
2025-06-02,105.89569854736328,105.9541718279886,104.67761052477572,105.51565567908553,694900
