,Close,High,Low,Open,Volume
2025-01-10,69.66384887695312,70.45774195560736,69.23713267212344,70.32873754805439,4530700
2025-01-13,67.81804656982422,68.17529765946836,66.87530526561729,68.17529765946836,6787200
2025-01-14,69.73330688476562,69.88216276831474,68.16537994860589,68.39361907507309,6159900
2025-01-15,70.40811157226562,71.79742049228336,70.23941177577495,71.31116502017073,6061100
2025-01-16,69.32643127441406,70.98367450768465,68.83025012161758,70.91420944913808,6867000
2025-01-17,68.88980102539062,69.44552915836769,67.95698544958505,68.8203359551591,9780900
2025-01-21,72.16460418701172,72.27376467069018,69.6638463787191,70.16002764230294,11398600
2025-01-22,77.2454833984375,77.6523556050765,72.66077408554855,75.07221495223168,14384500
2025-01-23,77.9500732421875,78.21800777158916,76.07450882300205,77.3943451234893,9307600
2025-01-24,76.6004638671875,78.78365834071624,76.33252175211463,78.39663757105546,6318800
2025-01-27,66.97454071044922,72.19436940152605,65.1783670697485,70.42796542342536,22509300
2025-01-28,68.05621337890625,68.40353869534115,65.86309344241842,68.34399937570204,10368800
2025-01-29,68.85010528564453,69.55468172919932,68.27454080841478,68.56231926146727,8943000
2025-01-30,71.1126937866211,71.45009337117865,69.77299847901203,71.10276804262695,7103200
2025-01-31,70.23941040039062,72.42261225227541,70.0409409461849,72.23406097099291,6270300
2025-02-03,69.58446502685547,70.12034171466428,68.01653037413254,68.50278590578064,7490900
2025-02-04,69.17758178710938,70.26917890959675,68.25468445504407,68.4730053937664,6244800
2025-02-05,68.9890365600586,69.81269923889244,68.49285531803217,69.67376909681502,7565800
2025-02-06,69.4951400756836,70.16002108971941,68.7012546707694,69.68369136099581,6277700
2025-02-07,69.26689910888672,70.59666110150614,68.93941769716724,69.72338490804522,6275600
2025-02-10,71.25163269042969,71.44017642278563,69.7531631500468,69.96155837283511,9948200
2025-02-11,69.41575622558594,70.5470489086679,68.9791218589865,70.32873551093084,6579400
2025-02-12,69.19743347167969,69.4058286671098,68.35391937492186,68.47300558850661,7512000
2025-02-13,68.8401870727539,69.3859818870191,68.40354516444192,69.07835194495826,6104000
2025-02-14,68.35391998291016,69.53483367197559,68.27453674427184,69.16765685516656,5468000
2025-02-18,68.5027847290039,69.01881748815902,67.47072678181901,68.86996159335945,6352000
2025-02-19,69.27681732177734,70.01117095535268,68.50277585444732,69.8126939309576,7368700
2025-02-20,68.8401870727539,69.2768214099411,67.62950365143416,69.01881261968836,4694700
2025-02-21,67.06385040283203,69.06841904761383,66.26995748286704,68.90964500629522,8015400
2025-02-24,66.6172866821289,67.92720477669505,66.05164040427363,67.37148424297743,7469000
2025-02-25,64.51348876953125,66.34935789523531,63.78906080734527,65.36692113216127,12372100
2025-02-26,65.72416687011719,66.33942672932454,64.96004356151361,65.6050806532749,9801200
2025-02-27,64.96005249023438,66.46844782640028,64.80127841707906,65.89287572257052,6948800
2025-02-28,66.09133911132812,66.11119060059512,64.146309575027,64.61272114817889,10480900
2025-03-03,62.96539688110352,66.26996180138798,62.67761086814056,66.14095741121473,9326300
2025-03-04,62.56845474243164,63.709669343805885,60.96082855561259,62.03257808497112,9394900
2025-03-05,64.21576690673828,64.2852319685521,62.26081564695212,63.01500936902866,7778800
2025-03-06,61.27837753295898,62.83638618115443,61.00051727536349,62.33028302831092,9130300
2025-03-07,62.44937133789063,62.82647014126647,59.551670919972864,61.27838330548335,8120400
2025-03-10,61.31807708740234,61.72494554309,60.22647611406212,60.841743562614056,8764500
2025-03-11,61.16922378540039,62.37990724462482,60.58372976002034,61.58601800315081,7502600
2025-03-12,62.35013198852539,63.352416356192855,61.65547754495714,62.727226978425215,9807600
2025-03-13,61.14937210083008,62.70738081879711,60.89135953373153,62.29059041373894,7136700
2025-03-14,62.518836975097656,62.96540085346085,61.595939555001216,62.23105094397888,7577700
2025-03-17,63.37226867675781,64.08677087484573,62.12188983010395,62.12188983010395,6834900
2025-03-18,63.52648162841797,63.95430319677768,62.491754012155496,62.83997910483486,10089400
2025-03-19,67.06844329833984,67.70519986923046,64.37216794226408,65.0487227476775,15969500
2025-03-20,66.02376556396484,67.14803730991709,65.77503227223524,65.77503227223524,7627400
2025-03-21,66.2625503540039,66.71027485352882,64.31248217075708,65.26761714271034,11824100
2025-03-24,68.9488754272461,69.07821401363988,67.44652413430212,67.506217698678,8475200
2025-03-25,69.13790893554688,69.46623872753725,68.36186222047019,68.81953060139392,5202200
2025-03-26,67.23757934570312,69.29709051698526,66.82965313948571,68.9588093227151,6915300
2025-03-27,67.82459259033203,68.27231707268209,66.32224896424049,66.92915121636965,8033400
2025-03-28,66.25259399414062,67.81464630739634,65.87452213449008,67.19778502937314,9489700
2025-03-31,65.25765991210938,65.76507793038651,64.0736946571125,65.13827279538816,10087900
2025-04-01,65.73523712158203,66.30234874972746,64.790053604919,65.2377705147619,6361100
2025-04-02,67.55596160888672,67.74499374346273,64.52141250076913,64.59105751682081,5700500
